,setting,PDR
146,22.23.22,94
147,22.23.22,91
148,22.23.22,96
149,22.23.22,93
150,22.23.22,96
151,22.23.22,95
152,22.23.22,96
153,22.23.22,95
154,22.23.22,96
155,22.23.22,96
156,22.23.22,94
157,22.23.22,93
158,22.23.22,96
159,22.23.22,97
160,22.23.22,96
161,22.23.22,96
162,22.23.22,95
163,22.23.22,97
164,22.23.22,94
165,22.23.22,97
166,22.23.22,97
167,22.23.22,96
168,22.23.22,95
169,22.23.22,98
170,22.23.22,96
171,22.23.22,97
172,22.23.22,88
173,22.23.22,94
174,22.23.22,94
175,22.23.22,97
176,22.23.22,94
177,22.23.22,90
178,22.23.22,93
179,22.23.22,96
180,22.23.22,91
181,22.23.22,96
182,22.23.22,96
183,22.23.22,92
184,22.23.22,94
185,22.23.22,91
186,22.23.22,90
187,22.23.22,93
188,22.23.22,90
189,22.23.22,90
190,22.23.22,94
191,22.23.22,94
192,22.23.22,91
193,22.23.22,93
194,22.23.22,97
195,22.23.22,90
196,22.23.22,96
197,22.23.22,95
198,22.23.22,93
199,22.23.22,95
200,22.23.22,93
201,22.23.22,89
202,22.23.22,95
203,22.23.22,89
204,22.23.22,89
205,22.23.22,93
206,22.23.22,95
207,22.23.22,94
208,22.23.22,94
209,22.23.22,92
210,22.23.22,91
211,22.23.22,94
212,22.23.22,94
213,22.23.22,91
214,22.23.22,96
215,22.23.22,95
216,22.23.22,96
217,22.23.22,91
218,22.23.22,90
219,22.23.22,87
220,22.23.22,91
221,22.23.22,89
222,22.23.22,94
223,22.23.22,91
224,22.23.22,86
225,22.23.22,90
226,22.23.22,87
227,22.23.22,87
228,22.23.22,92
229,22.23.22,91
230,22.23.22,92
231,22.23.22,95
232,22.23.22,95
233,22.23.22,96
234,22.23.22,94
235,22.23.22,90
236,22.23.22,89
237,22.23.22,92
238,22.23.22,83
239,22.23.22,81
240,22.23.22,90
241,22.23.22,90
242,22.23.22,94
243,22.23.22,90
244,22.23.22,84
245,22.23.22,85
246,22.23.22,93
247,22.23.22,94
248,22.23.22,92
249,22.23.22,86
250,22.23.22,95
251,22.23.22,91
252,22.23.22,96
253,22.23.22,93
254,22.23.22,96
255,22.23.22,92
256,22.23.22,80
257,22.23.22,90
258,22.23.22,89
259,22.23.22,88
260,22.23.22,83
261,22.23.22,79
262,22.23.22,85
263,22.23.22,70
264,22.23.22,69
265,22.23.22,78
266,22.23.22,94
267,22.23.22,75
268,22.23.22,77
269,22.23.22,93
270,22.23.22,95
271,22.23.22,90
272,22.23.22,92
273,22.23.22,94
274,22.23.22,92
275,22.23.22,91
276,22.23.22,95
277,22.23.22,92
278,22.23.22,93
279,22.23.22,95
280,22.23.22,92
281,22.23.22,98
282,22.23.22,92
283,22.23.22,95
284,22.23.22,96
285,22.23.22,89
286,22.23.22,89
287,22.23.22,91
288,22.23.22,89
289,22.23.22,82
290,22.23.22,85
291,22.23.22,88
292,22.23.22,95
293,22.23.22,95
294,22.23.22,96
295,22.23.22,96
296,22.23.22,93
297,22.23.22,90
298,22.23.22,92
299,22.23.22,94
300,22.23.22,97
301,22.23.22,91
302,22.23.22,71
303,22.23.22,75
304,22.23.22,81
305,22.23.22,78
306,22.23.22,89
307,22.23.22,90
308,22.23.22,85
309,22.23.22,83
310,22.23.22,86
311,22.23.22,94
312,22.23.22,88
313,22.23.22,82
314,22.23.22,87
315,22.23.22,88
316,22.23.22,85
317,22.23.22,88
318,22.23.22,88
319,22.23.22,85
320,22.23.22,86
321,22.23.22,79
322,22.23.22,78
323,22.23.22,81
324,22.23.22,79
325,22.23.22,80
326,22.23.22,78
327,22.23.22,85
328,22.23.22,87
329,22.23.22,93
330,22.23.22,93
331,22.23.22,89
332,22.23.22,94
333,22.23.22,94
334,22.23.22,94
335,22.23.22,81
336,22.23.22,85
337,22.23.22,91
338,22.23.22,95
339,22.23.22,95
340,22.23.22,97
341,22.23.22,96
342,22.23.22,92
343,22.23.22,79
344,22.23.22,94
345,22.23.22,90
346,22.23.22,91
347,22.23.22,95
348,22.23.22,91
349,22.23.22,94
350,22.23.22,94
351,22.23.22,85
352,22.23.22,86
353,22.23.22,89
354,22.23.22,87
355,22.23.22,74
356,22.23.22,67
357,22.23.22,59
358,22.23.22,56
359,22.23.22,74
360,22.23.22,67
361,22.23.22,56
362,22.23.22,61
363,22.23.22,42
364,22.23.22,52
365,22.23.22,52
366,22.23.22,52
367,22.23.22,58
368,22.23.22,69
369,22.23.22,80
370,22.23.22,69
371,22.23.22,46
372,22.23.22,25
373,22.23.22,61
374,22.23.22,59
375,22.23.22,62
376,22.23.22,54
377,22.23.22,64
378,22.23.22,78
379,22.23.22,47
380,22.23.22,54
381,22.23.22,26
382,22.23.22,45
383,22.23.22,40
384,22.23.22,39
385,22.23.22,39
386,22.23.22,41
387,22.23.22,50
388,22.23.22,56
389,22.23.22,59
390,22.23.22,63
391,22.23.22,76
392,22.23.22,56
393,22.23.22,59
394,22.23.22,58
395,22.23.22,79
396,22.23.22,83
397,22.23.22,77
398,22.23.22,66
399,22.23.22,63
400,22.23.22,69
401,22.23.22,92
402,22.23.22,75
403,22.23.22,91
404,22.23.22,87
405,22.23.22,83
406,22.23.22,85
407,22.23.22,75
408,22.23.22,59
409,22.23.22,55
410,22.23.22,63
411,22.23.22,61
412,22.23.22,69
413,22.23.22,82
414,22.23.22,90
415,22.23.22,94
416,22.23.22,86
417,22.23.22,76
418,22.23.22,86
419,22.23.22,92
420,22.23.22,91
,avg,95.1
,std,1.534123643
