,setting,PDR
213,22.23.22,94
214,22.23.22,94
215,22.23.22,95
216,22.23.22,98
217,22.23.22,96
218,22.23.22,97
219,22.23.22,95
220,22.23.22,94
221,22.23.22,98
222,22.23.22,98
223,22.23.22,97
224,22.23.22,97
225,22.23.22,97
226,22.23.22,96
227,22.23.22,97
228,22.23.22,98
229,22.23.22,95
230,22.23.22,92
231,22.23.22,96
232,22.23.22,95
233,22.23.22,96
234,22.23.22,97
235,22.23.22,98
236,22.23.22,98
237,22.23.22,95
238,22.23.22,96
239,22.23.22,98
240,22.23.22,96
241,22.23.22,96
242,22.23.22,96
243,22.23.22,97
244,22.23.22,95
245,22.23.22,98
246,22.23.22,95
247,22.23.22,93
248,22.23.22,96
249,22.23.22,95
250,22.23.22,98
251,22.23.22,97
252,22.23.22,92
253,22.23.22,94
254,22.23.22,95
255,22.23.22,95
256,22.23.22,92
257,22.23.22,95
258,22.23.22,94
259,22.23.22,95
260,22.23.22,96
261,22.23.22,95
262,22.23.22,94
263,22.23.22,97
264,22.23.22,98
265,22.23.22,96
266,22.23.22,95
267,22.23.22,97
268,22.23.22,96
269,22.23.22,94
270,22.23.22,96
271,22.23.22,97
272,22.23.22,95
273,22.23.22,95
274,22.23.22,95
275,22.23.22,98
276,22.23.22,96
277,22.23.22,96
278,22.23.22,94
279,22.23.22,97
280,22.23.22,97
281,22.23.22,93
282,22.23.22,98
283,22.23.22,98
284,22.23.22,95
285,22.23.22,94
286,22.23.22,98
287,22.23.22,96
288,22.23.22,96
289,22.23.22,96
290,22.23.22,96
291,22.23.22,97
292,22.23.22,96
293,22.23.22,98
294,22.23.22,95
295,22.23.22,96
296,22.23.22,97
297,22.23.22,96
298,22.23.22,96
299,22.23.22,96
300,22.23.22,96
301,22.23.22,95
302,22.23.22,94
303,22.23.22,96
304,22.23.22,93
305,22.23.22,96
306,22.23.22,95
307,22.23.22,90
308,22.23.22,95
309,22.23.22,96
310,22.23.22,95
311,22.23.22,95
312,22.23.22,95
313,22.23.22,97
314,22.23.22,96
315,22.23.22,95
316,22.23.22,97
317,22.23.22,94
318,22.23.22,97
319,22.23.22,98
320,22.23.22,95
321,22.23.22,96
322,22.23.22,97
323,22.23.22,95
324,22.23.22,93
325,22.23.22,94
326,22.23.22,97
327,22.23.22,95
328,22.23.22,94
329,22.23.22,96
330,22.23.22,97
331,22.23.22,93
332,22.23.22,92
333,22.23.22,96
334,22.23.22,97
335,22.23.22,96
336,22.23.22,97
337,22.23.22,94
338,22.23.22,92
339,22.23.22,96
340,22.23.22,97
341,22.23.22,92
342,22.23.22,94
343,22.23.22,94
344,22.23.22,96
345,22.23.22,96
346,22.23.22,95
347,22.23.22,96
348,22.23.22,95
349,22.23.22,94
350,22.23.22,93
351,22.23.22,94
352,22.23.22,96
353,22.23.22,96
354,22.23.22,96
355,22.23.22,98
356,22.23.22,93
357,22.23.22,96
358,22.23.22,97
359,22.23.22,91
360,22.23.22,97
361,22.23.22,95
362,22.23.22,92
363,22.23.22,97
364,22.23.22,96
365,22.23.22,94
366,22.23.22,96
367,22.23.22,95
368,22.23.22,95
369,22.23.22,95
370,22.23.22,94
371,22.23.22,93
372,22.23.22,98
373,22.23.22,97
374,22.23.22,97
375,22.23.22,97
376,22.23.22,96
377,22.23.22,95
378,22.23.22,96
379,22.23.22,94
380,22.23.22,95
381,22.23.22,95
382,22.23.22,95
383,22.23.22,96
384,22.23.22,94
385,22.23.22,97
386,22.23.22,98
387,22.23.22,96
388,22.23.22,98
389,22.23.22,97
390,22.23.22,97
391,22.23.22,96
392,22.23.22,97
393,22.23.22,95
394,22.23.22,97
395,22.23.22,97
396,22.23.22,97
397,22.23.22,96
398,22.23.22,98
399,22.23.22,96
400,22.23.22,98
401,22.23.22,96
402,22.23.22,96
403,22.23.22,96
404,22.23.22,97
405,22.23.22,96
406,22.23.22,90
407,22.23.22,97
408,22.23.22,95
409,22.23.22,97
410,22.23.22,95
411,22.23.22,96
412,22.23.22,97
413,22.23.22,97
,avg,96.03
,std,1.374037772
